text,emotion,source_type,source_name
"Все здесь исходят из того, что осажденных в дипломатическом квартале Пекина, которых мы идем спасать, уже нет в живых. Освобождать, увы, больше некого. Те, кому удалось вырваться, говорят, что в городе устроили резню, европейцев никого не оставили в живых, а миссии сровняли с землей. Еще держится европейский отряд в окруженном Тяньцзине, там идут тяжелые бои. Нас отправили на выручку. Наверно, завтра или послезавтра мы прибудем туда.",distress,book,pismovnik
"У меня удивительное ощущение, как будто я участвую в образовании новой планеты, которая от меня в свой положенный срок отпочкуется, будто я – сестра жизни и вообще близкий родственник каждому дереву. Но так ведь и есть. Треплю Доньке загривок и думаю: псина моя, у нас ведь с тобой общий белковый предок, понимаешь? Она понимает! Вот у нее пупок и у меня. И мы этим пупком связаны. Чешу ей пузо, и она счастливо машет хвостом. И я вместе с ней битком набита счастьем, только хвоста нет, чтобы так же радостно стучать им по паркету!",enjoyment,book,pismovnik
"Когда мы шли втроем по улице, на нас оборачивались, и я ужасно стыдился. Помню, что при первой возможности, например когда они останавливались перед витриной или заходили в магазин, я старался делать вид, что я сам по себе, просто гуляю в одиночку. Придумывал самые невозможные предлоги, чтобы только не оказаться с ним вместе на людях.",shame,book,pismovnik
"А вот хорошие известия – возвратились остатки экспедиции адмирала Сеймура. Их уже считали погибшими. Пробиться к Пекину они не смогли, перед ними разобрали пути. Оставлять везде достаточное количество солдат для охраны они тоже не могли, и железнодорожные станции за ними заняла китайская армия, и им ничего не оставалось, как пробираться обратно с боями. Вернулись ни с чем. Вернее, с двумястами раненых. Погибших они хоронили, если получалось, прямо на месте.",neutral,book,pismovnik
"Мертвых сжигают они, по их словам, вот почему: если не сжигать мертвых тел, в них завелись бы черви, сожрали бы те черви все тело, из которого вышли, нечего было бы им есть, пропали бы они все, а на душе того, чье тело, был бы тяжкий грех. Поэтому-то и сжигают они мертвые тела. И у червей, говорят они, – душа.",fear,book,pismovnik
"Полк индийских сипаев остановился биваком в саду Международного клуба – когда мы проходили мимо, там горели костры, они готовили пищу, играли на своих дудках и пузырях. При этом на улицы текли ручьи зловонного человеческого содержимого, но солдат в тюрбанах это не смущало, хотя мы с Убри должны были зажать носы, чтобы проскочить поскорее мимо.",neutral,book,pismovnik
"А эта вот – глаза тяжелые, овечьи – горе-художница, которая дарит всем знакомым на дни рождения свои картины, а те мучаются, куда их деть, так в прошлом году одна пара, он крупный губошлеп и везунчик – когда спрашивают: в какой руке? – всегда угадывает, а она работает в собачьем салоне, купает и стрижет собак, жара, все закрыто, потому что после ванны песик может простудиться, поэтому она выбегает покурить потная, вся в собачьей шерсти, так вот, они при художнице повесили подарок в столовой, а потом сняли и забыли снова повесить к ее приходу. Она приходит, а на том месте, где висел ее натюрморт, – часы. Теперь сидит на банкетке у окна, задумавшись, и подсчитывает что-то на пальцах.",neutral,book,pismovnik
"Вокзал соединяется с городом плавучим мостом, который сделан из барок, чтобы можно было разводить его для пропуска джонок. Мост постоянно обстреливался, и там погибло много наших солдат. Каждый день на него сверху по течению спускали пылающие лодки, нагруженные сухим камышом, и под огнем приходилось разводить барки.",shame,book,pismovnik
"И особенно раздражал слепой. Я лежу в своей комнатке, забившись в угол дивана, спрятавшись под подушку, и меня трясет мелкой дрожью от ужаса темноты и пустоты, а он, насвистывая, бодро шаркает по коридору, живет полной жизнью, которая, несмотря на слепоту, вовсе не кажется ему темной и пустой! Что он такое своими слепыми глазами видит, чего не вижу я? Какой такой невидимый мир?",fear,book,pismovnik
"Мы расположились лагерем на левом берегу, за городским валом, на ровном, открытом месте, но когда стали долетать гранаты с китайских позиций из предместья Тяньцзиня, было приказано передвинуть лагерь подальше. Наши палатки разбиты в версте от Пейхо и в двух верстах от сеттельмента – так называют здесь европейскую часть города.",distress,book,pismovnik
"Иногда я находил оставшиеся от него вещи, которые мама по какой-то причине не выбросила. Например, в детстве я играл его логарифмической линейкой. На чердаке остались его старые учебники, пыльные и невероятно скучные, полные каких-то расчетов и формул. Все фотографии его она выбросила, а там, где они были вдвоем, – отрезала так, что даже на карточке, на которой она сидит беременная мной, от отца остались лишь обрезанные пальцы на ее полном плече.",fear,book,pismovnik
"Попробую объяснить это вот так: помнишь, я писал тебе, что когда-то на переменке, начитавшись, как средневековые шуты изводят своих сеньоров-недоумков каверзными вопросами, я попробовал посмеяться таким же образом над моим мучителем из старшего класса, а тот, недослушав моей витиеватой фразы, привычно хлопнул меня по ушам. Так вот, златоусты с их упованием на продление себя во времени – это такие же глупые начитанные мальчики, как я, пытающиеся всю свою жизнь заговорить витиеватыми разговорами смерть, а она в конце концов, недослушав, все равно хлопнет их по ушам.",distress,book,pismovnik
"Вокзал соединяется с городом плавучим мостом, который сделан из барок, чтобы можно было разводить его для пропуска джонок. Мост постоянно обстреливался, и там погибло много наших солдат. Каждый день на него сверху по течению спускали пылающие лодки, нагруженные сухим камышом, и под огнем приходилось разводить барки.",neutral,book,pismovnik
"И особенно раздражал слепой. Я лежу в своей комнатке, забившись в угол дивана, спрятавшись под подушку, и меня трясет мелкой дрожью от ужаса темноты и пустоты, а он, насвистывая, бодро шаркает по коридору, живет полной жизнью, которая, несмотря на слепоту, вовсе не кажется ему темной и пустой! Что он такое своими слепыми глазами видит, чего не вижу я? Какой такой невидимый мир?",anger,book,pismovnik
"Мы расположились лагерем на левом берегу, за городским валом, на ровном, открытом месте, но когда стали долетать гранаты с китайских позиций из предместья Тяньцзиня, было приказано передвинуть лагерь подальше. Наши палатки разбиты в версте от Пейхо и в двух верстах от сеттельмента – так называют здесь европейскую часть города.",neutral,book,pismovnik
"Иногда я находил оставшиеся от него вещи, которые мама по какой-то причине не выбросила. Например, в детстве я играл его логарифмической линейкой. На чердаке остались его старые учебники, пыльные и невероятно скучные, полные каких-то расчетов и формул. Все фотографии его она выбросила, а там, где они были вдвоем, – отрезала так, что даже на карточке, на которой она сидит беременная мной, от отца остались лишь обрезанные пальцы на ее полном плече.",anger,book,pismovnik
"Попробую объяснить это вот так: помнишь, я писал тебе, что когда-то на переменке, начитавшись, как средневековые шуты изводят своих сеньоров-недоумков каверзными вопросами, я попробовал посмеяться таким же образом над моим мучителем из старшего класса, а тот, недослушав моей витиеватой фразы, привычно хлопнул меня по ушам. Так вот, златоусты с их упованием на продление себя во времени – это такие же глупые начитанные мальчики, как я, пытающиеся всю свою жизнь заговорить витиеватыми разговорами смерть, а она в конце концов, недослушав, все равно хлопнет их по ушам.",distress,book,pismovnik
"– Ты всех презираешь. Знаешь, я ведь тоже был таким. Мне было столько же, сколько тебе, когда я проходил первую практику в больнице. И вот нам однажды привезли бомжа, которого сбила машина. Еще жил, но уж очень сильно его изувечило. Особенно и не старались. Видно, что никому старик не нужен и никто за ним не придет. Вонь, грязь, вши, гной. В общем, положили в сторонку, чтобы ничего не испачкал. Сам дойдет. А я должен был потом убрать, помыть и отправить тело в морг. Все ушли, оставили меня одного. Я вышел покурить и думаю – зачем мне все это надо? Кто мне этот старик? Зачем он нужен? Пока курил, тот дошел. И вот вытираю кровь, гной – кое-как, чтобы поскорее его отправить в морозилку. И тут подумал, что, может, он кому-то отец. Принес тазик с горячей водой, стал его обмывать. Тело старое, заброшенное, жалкое. Никто его годами не гладил. И вот я мою его ноги, страшные скрюченные пальцы, а ногтей почти и нет – все съел грибок. Протираю губкой все его раны, шрамы – и тихо с ним разговариваю: ну что, отец, тяжелая у тебя получилась жизнь? Нелегко, когда тебя никто не любит. Да и как это в твоем-то возрасте жить на улице бездомной собакой? Но теперь-то все закончилось. Отдохни! Теперь все хорошо. Ничего не болит, никто не гонит. И вот так мыл его и разговаривал. Не знаю, помогло ли это ему в смерти, но мне это очень помогло жить.",neutral,book,pismovnik
"Я мог только полюбить то, что любил он, – растения, птиц. Потом, после его смерти, мое увлечение всеми этими голосеменными, новонебными и бескилевыми, конечно, прошло, но названия в памяти остались – и так здорово было не просто гулять по лесу, а знать – вот любистик, вот канупер, вот ятрышник, а там щирец. Идешь по тропинке, а вокруг крушина, дремлик, кислица, короставник! А вот курослеп, осот, горечавка! А птицы! Вон пеночка, там желна, а это олуша!",neutral,book,pismovnik
"– Еще и не рассвело толком, а уже закат. Смотри, какой кистеперый! С перепонками в зимних ветках. Вон и луна встала не с той ноги. Слышишь, из открытой форточки на втором этаже музыка, смех – пир во время насморка. А там коляска на балконе, ребенок проснулся, ревет. Человек только родился, а уже идет против рожна. Пойми, я тот, кто влюбил тебя в этот мир.",fear,book,pismovnik
"Целый год мама водила меня на специальную гимнастику, чтобы растягивать мне позвоночник и шею – врачи сказали ей, что у меня неправильная осанка. Там мою голову закрепляли в кожаный крепкий воротник с ремешками для лба и подбородка и подтягивали так чуть ли не к потолку. Рядом покачивались и другие мальчики и девочки с неправильной осанкой, подвешенные, как колбасы в магазине. Я ненавидел и эту гимнастику, и маму, которая заставляла меня туда ходить, как я ни упирался!",distress,book,pismovnik
"У меня над кроватью, сколько себя помню, висел план огромного океанского парохода в разрезе, на котором я без конца мог разглядывать каюты, трапы, машины, капитанский мостик, трюмы, маленьких человечков, которые гуляли по палубе или обедали за столиками в ресторане, матросов, кочегаров, там даже была крошечная собака, воровавшая сардельки у кока. Я был уверен, что этот пароход повесил над моей кроватью папа. Я любил представлять себе ту жизнь – что кричит в рупор капитан, что ему отвечает рыжий юнга, который карабкается на мачту. Придумывал, о чем говорят матросы, когда драят палубу. Сочинял разные истории про пассажиров, давал им смешные имена. Иногда сам пририсовывал недостающих человечков, например матроса, который висит, как обезьяна, на веревке, с ведром краски, и красит якорь.",anger,book,pismovnik
"– Это я, поп Иван, господин господствующих, царь нагомудрых, повелитель всех повелителей. Живу я в столице всех столиц, главном граде всех земель обитаемых и необитаемых, и дворец мой – высочайшая башня, на которую по ночам взбираются звездочеты, чтобы узнать будущее. А путешествую я по моим землям в теремце на слонихе. И реки здесь текут днем в одну сторону, а ночью в другую.",neutral,book,pismovnik
"– Ты еще совсем ребенок. У тебя острая потребность не только быть любимой, но и отдать свою любовь. Все это прекрасно. Но кого любить-то? Твои женихи еще только в солдатики перестали играть. И вот отсюда все эти слезы в подушку, зависть, фантазии, грезы, обида на судьбу, злоба на весь мир, на самых близких. Будто самые близкие именно во всем виноваты. И тогда ты начинаешь себе все придумывать.",neutral,book,pismovnik
"И еще я подумала вдруг, что именно поэтому мир не мог быть сотворен. Я имею в виду, как мне, а вернее, кому-то во мне, хочется внюхивать в себя запах чиркнувшей о коробок спички. Чтобы сотворить это – никакого воображения не хватит, должно быть знание. А это могу знать только я. Понимаешь, есть детали, которые никакой творец не может придумать. Их можно только увидеть, испытать, вспомнить.",distress,book,pismovnik
"И всякий раз находились новые поводы для ненависти. Вот пришла пора бриться. Кожа у меня, ты же знаешь, неровная, отвратительная – фурункулы, прыщи, – бреюсь и все время режусь, кровь идет. Пробовал отпустить бороду – не растет, несчастье одно, а не борода. И вот помню, брился, порезался очередной раз, и меня парализовала мысль, что вот этот мерзкий кожаный мешок, набитый требухой, уже сейчас, в эту самую минуту, когда я прикладываю кусочек газетки к порезу, идет ко дну и утягивает меня с собой. И он будет тонуть все годы моей жизни, пока не утонет.",distress,book,pismovnik
"Мне полюбился злюка Заремба, наш доктор. Когда у него хорошее настроение, он начинает всех смешить своими рассказами о том, как работал несколько лет при нашей миссии в Пекине. Он понимает немного по-китайски. Сегодня за чаем он вспоминал, как однажды пришел к нему молодой китаец и объяснял что-то про болезнь матери. Заремба дал ему лекарство, а тот не понес матери, а сам поспешил выпить его на месте. Молодому человеку вовсе не показалось странным, что мать должна выздороветь от лекарства, принятого за нее сыном! Это дает какое-то представление об уровне развития китайцев.",enjoyment,book,pismovnik
"Я тебе писал про нашего мучителя, которого прозвал Коммодом, и кличка эта к нему прицепилась – как ты догадываешься, вовсе без связи с сыном Марка Аврелия. Сегодня он особенно постарался объяснить мне, что есть жизнь. Не хочу тебе про это писать. Хочется забыться, подумать о чем-то нездешнем, о том же Марке Аврелии.",distress,book,pismovnik
"Шарканье ног. Шуршание муслина. Девочки сидят рядами на полу в коридоре, натягивают шерстяные гетры на шелковые чулки. Преподаватель – бывшая балерина – пробирается с прямой спиной по коридору, переступая через их ноги. Родители и бабушки с шубами рассаживаются по стенкам. Аккомпаниатор греет руки на батарее. Начинают.",neutral,book,pismovnik
"В лазарете каждую ночь кто-то умирает. Их относят в отдельную палатку, но на такой жаре они долго не выдерживают. Сегодня хоронили восемь человек. Двоих из них я видел еще вчера утром живыми и здоровыми, а вечером их принесли на носилках: один был безнадежно ранен в горло пулей навылет, другой в живот. Первый умер еще вечером, а второй, капитан Попов, страдал до самого утра, стонал и хрипел то без памяти, то приходя в себя. Он недавно женился.",distress,book,pismovnik
"В магазине игрушек я увидел набор для фокусника и упросил маму купить – она сделала мне подарок на день рождения. Какой это был чудесный ящик! Там было все необходимое, чтобы приводить публику в восторг. Собственно, этого, наверно, мне на самом деле и хотелось – не самих фокусов, а чтобы меня любили.",enjoyment,book,pismovnik
"Я ведь не могла не родиться. И все кругом, и все, что было, что есть и будет, – тому простое и достаточное доказательство, даже вот эта горластая форточка, и эти лепешки солнца на полу, и створоженные лепестки от свернувшегося молока вот в этой кружке с кофе, и вот это полинявшее зеркало, что играет с окном в гляделки – кто кого переглядит.",distress,book,pismovnik
"Когда мы шли втроем по улице, на нас оборачивались, и я ужасно стыдился. Помню, что при первой возможности, например когда они останавливались перед витриной или заходили в магазин, я старался делать вид, что я сам по себе, просто гуляю в одиночку. Придумывал самые невозможные предлоги, чтобы только не оказаться с ним вместе на людях.",shame,book,pismovnik
"А вот хорошие известия – возвратились остатки экспедиции адмирала Сеймура. Их уже считали погибшими. Пробиться к Пекину они не смогли, перед ними разобрали пути. Оставлять везде достаточное количество солдат для охраны они тоже не могли, и железнодорожные станции за ними заняла китайская армия, и им ничего не оставалось, как пробираться обратно с боями. Вернулись ни с чем. Вернее, с двумястами раненых. Погибших они хоронили, если получалось, прямо на месте.",neutral,book,pismovnik
"Мертвых сжигают они, по их словам, вот почему: если не сжигать мертвых тел, в них завелись бы черви, сожрали бы те черви все тело, из которого вышли, нечего было бы им есть, пропали бы они все, а на душе того, чье тело, был бы тяжкий грех. Поэтому-то и сжигают они мертвые тела. И у червей, говорят они, – душа.",neutral,book,pismovnik
"Полк индийских сипаев остановился биваком в саду Международного клуба – когда мы проходили мимо, там горели костры, они готовили пищу, играли на своих дудках и пузырях. При этом на улицы текли ручьи зловонного человеческого содержимого, но солдат в тюрбанах это не смущало, хотя мы с Убри должны были зажать носы, чтобы проскочить поскорее мимо.",disgust,book,pismovnik
"А эта вот – глаза тяжелые, овечьи – горе-художница, которая дарит всем знакомым на дни рождения свои картины, а те мучаются, куда их деть, так в прошлом году одна пара, он крупный губошлеп и везунчик – когда спрашивают: в какой руке? – всегда угадывает, а она работает в собачьем салоне, купает и стрижет собак, жара, все закрыто, потому что после ванны песик может простудиться, поэтому она выбегает покурить потная, вся в собачьей шерсти, так вот, они при художнице повесили подарок в столовой, а потом сняли и забыли снова повесить к ее приходу. Она приходит, а на том месте, где висел ее натюрморт, – часы. Теперь сидит на банкетке у окна, задумавшись, и подсчитывает что-то на пальцах.",neutral,book,pismovnik
"– Это я, поп Иван, господин господствующих, царь нагомудрых, повелитель всех повелителей. Живу я в столице всех столиц, главном граде всех земель обитаемых и необитаемых, и дворец мой – высочайшая башня, на которую по ночам взбираются звездочеты, чтобы узнать будущее. А путешествую я по моим землям в теремце на слонихе. И реки здесь текут днем в одну сторону, а ночью в другую.",fear,book,pismovnik
"– Ты еще совсем ребенок. У тебя острая потребность не только быть любимой, но и отдать свою любовь. Все это прекрасно. Но кого любить-то? Твои женихи еще только в солдатики перестали играть. И вот отсюда все эти слезы в подушку, зависть, фантазии, грезы, обида на судьбу, злоба на весь мир, на самых близких. Будто самые близкие именно во всем виноваты. И тогда ты начинаешь себе все придумывать.",neutral,book,pismovnik
"И еще я подумала вдруг, что именно поэтому мир не мог быть сотворен. Я имею в виду, как мне, а вернее, кому-то во мне, хочется внюхивать в себя запах чиркнувшей о коробок спички. Чтобы сотворить это – никакого воображения не хватит, должно быть знание. А это могу знать только я. Понимаешь, есть детали, которые никакой творец не может придумать. Их можно только увидеть, испытать, вспомнить.",distress,book,pismovnik
"И всякий раз находились новые поводы для ненависти. Вот пришла пора бриться. Кожа у меня, ты же знаешь, неровная, отвратительная – фурункулы, прыщи, – бреюсь и все время режусь, кровь идет. Пробовал отпустить бороду – не растет, несчастье одно, а не борода. И вот помню, брился, порезался очередной раз, и меня парализовала мысль, что вот этот мерзкий кожаный мешок, набитый требухой, уже сейчас, в эту самую минуту, когда я прикладываю кусочек газетки к порезу, идет ко дну и утягивает меня с собой. И он будет тонуть все годы моей жизни, пока не утонет.",neutral,book,pismovnik
"Мне полюбился злюка Заремба, наш доктор. Когда у него хорошее настроение, он начинает всех смешить своими рассказами о том, как работал несколько лет при нашей миссии в Пекине. Он понимает немного по-китайски. Сегодня за чаем он вспоминал, как однажды пришел к нему молодой китаец и объяснял что-то про болезнь матери. Заремба дал ему лекарство, а тот не понес матери, а сам поспешил выпить его на месте. Молодому человеку вовсе не показалось странным, что мать должна выздороветь от лекарства, принятого за нее сыном! Это дает какое-то представление об уровне развития китайцев.",distress,book,pismovnik
"Сегодня Люси рассказала, как ей чудом удалось спастись, когда весной громили католическую миссию где-то на севере от Тяньцзиня, в которую она попала еще год назад. Вообще же история, как она оказалась в Китае, остается для всех загадкой, но мне Кирилл под большим секретом рассказал с ее слов, что она приехала в Китай по любви – бросила у себя дома все и отправилась на край света за любимым человеком. А он оказался мерзавцем – обычная история. Вернуться домой она не могла и устроилась в католической миссии. Так вот, возвращаюсь к ее рассказу.",shame,book,pismovnik
"– Вот ты, к примеру, пила кефир, и у тебя после этого остались белые кефирные усики, а на улице – написали во вчерашней «Вечерке» – автобус наехал на остановку, где ждало этого автобуса много людей, и они погибли. И между кефирными усиками и этой смертью есть прямая связь. Да и между всем остальным на свете.",neutral,book,pismovnik
"Еще стал посылать Соне открытки с рисунками – лисы, зайцы, какие-то уроды с двумя головами, трехглазые, одноногие, все улыбаются, машут лапами, зовут. Сначала выбрасывала, потом перестала, когда заметила, что открытки пронумерованы. Соня прикрепляет их булавками к стене над своей кроваткой. Разговаривает с ними перед сном.",excitement,book,pismovnik
"Мы устраивали на даче театр, и все главные роли, разумеется, играла она, а я занавес раздвигала и сдвигала. И вот по ходу действия она должна была покончить с собой. Представляешь, она говорит свои последние слова с ножом в руке, потом со всего размаха бьет себя по голове и заливается настоящей кровью. Все в ужасе вскочили, а она лежит и умирает – и по пьесе, и от восторга. Только я знала, что она натерла свеклу, взяла куриное яйцо, сквозь дырочку высосала, а с помощью шприца, взятого у мамы, ввела этот сок в яйцо и спрятала в парике. Она вскочила вся в свекольной крови и визжит от радости, что смогла всех провести:",disgust,book,pismovnik
"Другой раненый, по фамилии Вериго, все эти дни был в концессии. Там тоже шел непрерывный бой. Люди не раздевались ни днем ни ночью и почти не спали. Нельзя было разбивать бивак – как только ставили палатки, туда начинали падать снаряды. Огнем управляли из города – китайцы подавали своим знаки, куда стрелять. Людей и лошадей приходилось прятать за стенами, вдоль улиц и в домах и располагать как можно реже. Но и в этом случае они несли потери почти такие же, как и на позиции, потому что во всех концессиях не было ни одного уголка, не обстреливаемого орудийным или оружейным огнем. Дома служили плохою защитою. Пули летели в окна и двери, а снаряды пронизывали стены насквозь. Женщины и дети прятались в подвалах.",startle,book,pismovnik
"Однажды папа получил особое задание – срочный санрейс. Нужно было забрать на отдаленной метеостанции женщину, которой предстояли сложные роды, и доставить ее в больницу. Начался буран, и пришлось идти на вынужденную посадку на льду замерзшей реки. Да еще у самолета сломалась лыжная стойка. Папа показывал мне рукой, как он садился на одну лыжу. Самолет катился по льду, будто делал ласточку. Теряя скорость, машина все хуже слушалась, и крыло без опоры нырнуло вниз, чиркнуло по льду, самолет резко развернулся, как вокруг ножки циркуля, и замер. Буран стал заносить их снегом, папа сделал под крылом что-то вроде пещеры, и они двое суток там просидели, пока их не нашли. Женщина все время кричала, а потом стала рожать, и папе пришлось принимать у нее роды.",distress,book,pismovnik
"И еще – очень важное. Может быть, это из-за ожидания первого боя, не знаю, но я все здесь чувствую острее, и все кругом, весь мир со мной откровеннее, что ли, взрослее, мужественнее. Я все вижу по-другому, ярче, будто какая-то пелена спала с глаз, через которую смотрел на жизнь раньше. Все чувства напряжены, я слышу ночь кругом пронзительно – все шорохи, крики птиц, шуршание в траве. Звезды над головой ближе, крупнее. Будто я жил в каком-то ненастоящем мире, а теперь вот я начинаюсь – настоящий.",distress,book,pismovnik
"Все стены исцарапаны осколками, много домов разрушено – обгоревшие руины, разбитые окна. На перекрестках улиц везде баррикады из тюков шерсти, фонарных столбов, кирпичей. Всюду валяется мебель, мусор, черепица. На улицах тишина, прохожих не видно, только патрули разных национальностей перед домами, обращенными в штабы, лазареты, склады.",distress,book,pismovnik
"Пока тянулось занятие, вышла пройтись. Смотрю, трамвайные рельсы идут к невидимому гвоздику, на котором держится мир. И вдруг так отчетливо увидела: от всех предметов тянутся к той точке схода линии, будто нити. Вернее, будто туго натянутые резиночки. Вот всех когда-то разнесло – и столбы, и сугробы, и кусты, и трамвай, и меня, но не отпустило, удержало и теперь тянет обратно.",distress,book,pismovnik
"На какое-то мгновение ему показалось, что все это уже когда-то было: точно так же сидел в этой комнате этот перемазанный чернилами мальчишка, который так напоминал его погибшего сына. Молоко на губах не обсохло, и женщины еще кажутся таинственными. Уже был вот этот давно остывший заварочный чайник с отбитым носиком. Все точно такое же, как тогда: вот эти обои в мелкий красный цветочек – как сыпь – будто заразились от сквозняка ветрянкой. Вот эта связка вяленой рыбы, что висит на шпингалете, продетая сквозь глаза. Вот этот прохожий, прошаркавший за окном, – оба кармана пиджака оттопырены бутылками. Вот эта вывеска напротив, на которой кто-то залепил грязью букву Б, и получилась ГАРНИЗОННАЯ АНЯ. Откуда-то из-за угла донесся детский треск прутиком по штакетнику.",disgust,book,pismovnik
